"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2022087640","03","4","251 CEMETERY RD","","SALTSBURG","PA","15681","TAYLOR LEASING","7248409474","","","","","","N","","","","","","","99","0000","00","","","","9","1","00000000","05"
"2022106253","02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124432000","","","","","","N","","","","","","","","A-00976060","00","","","","9","2","","13"
"2022029699","02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","","","","00","","","","4","2","","13"
"2022042209","02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","","","A-00976060","00","","","","2","2","","13"
"2022048501","02","8","101 CASTLEVIEW ROAD","","PITTSBURGH","PA","15234","MATTHEWS BUS CO.","4123848810","","","","","","N","","","","","","","99","","00","","","","4","2","","10"
"2022012380","04","1","100 ILLNOIS ST","","ST. CHARLES","IL","60174","CARDINAL","8336586437","","","","","","N","","","","","","","99","","00","","","","1","1","00191496","08"
"2022124294","02","3","300 COMMERCIAL DR","","WASHINGTON","PA","15301","SPECIALIZED PROFESSIONAL SERVICE","7243289019","","","","","","N","","","","","","","99","","00","","","","9","1","","03"
"2022043523","02","98","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","041600","","","","","N","","","","","","","02","A-00976060","00","","","","1","1","09999999","13"
"2022074287","05","3","8555","STUBENVILLE PIKE","IMPERIAL","PA","15126","GOLDEN TRIANGLE CONSTRUCTION","7248282800","","","","","","N","","","","","","","","","00","","","","1","3","02088033","08"
"2022096875","03","8","415 REBECCA ST","","MCKEESPORT","PA","15221","SUN COACH LINES LLC","4126640911","","","","","","N","","","","","","","","A-6423333","00","","","","2","1","00185303","12"
"2022078777","03","3","745 GREYMONT ST","","PHILADELPHIA","PA","19116","NYC TRUCKING","2679166600","080000","","","","","N","","","","","","","01","","00","","","","1","2","03146967","08"
"2022112972","02","7","414 GRANT ST","","PITTSBURGH","PA","15219","CITY OF PITTSBURGH","4122552640","","","","","","","","","","","","","","","00","","","","3","2","","98"
"2023007600","05","3","27500 RIVERVIEW CENTER BLVD BL","","BONITA SPRINGS","FL","34134","HERC RENTALS","2393011000","080000","","","","","N","","","","","","","","","00","","","","1","2","00372163","08"
"2022100854","03","1","1100 THOMPSON PARK DR.","","CRANBERRY TWP","PA","16066","ROLLING FRITO LAY SALES LP","7247795000","000000","","","","","N","","","","","","","99","","00","","","","4","2","00012345","00"
"2022015386","03","2","1131 FREEPORT RD","","KITTANING","PA","16201","RSA TRANSPORT LLC","7245990489","080000","","","","","N","","","","","","","02","","00","","","","1","1","00900416","06"
"2022105157","06","1","820 ROWAN RD.","","CRANBERRY TOWNSHIP","PA","16066","CRANBERRY SUPPLY CO INC","7247761610","","","","","","N","","","","","","","01","A00116854","00","","","","1","1","00834695","00"
"2022115672","02","2","415 SQUIRES DRIVE","","MILAN","MI","48160","INNOVATIVE FLUIDS LLC","8008892110","054000","","","","","N","","","","","","","02","115354","00","","","","1","1","01711586","03"
"2022022148","05","1","770 N WATER ST FL 8TH","","MILWAUKEE","WI","53202","BMO HARRIS EQUIP FINANCE CO","9999999999","","","","","","","","","","","","","","","00","","","","1","1","99999999","08"
"2022044927","02","98","411 7TH","","PITTSBURGH","PA","15219","DUQUESNE LIGHT","4123937000","036220","","","","","N","","","","","","","02","","00","","","","3","2","00413803","03"
"2022120144","02","4","2675 BROWNSVILLE ROAD","","SOUTH PARK","PA","15129","SOUTH PARK TOWNSHIP","4128331000","","","","","","N","","","","","","","99","","00","","","","9","2","","09"
"2022103764","02","1","11690 NW 105 ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL INC","4129835517","","","","","","N","","","","","","","99","","00","","","","9","1","00252402","03"
"2022115995","99","0","15150 SOMMERMEYER ST","","HOUSTON","PA","77041","ALTUS INVENTION","9999999999","999999","","","","","","","","","","","","","","00","","","","9","1","","00"
"2022115194","02","1","209 13TH ST","","PITTSBURGH","PA","15215","NORTHERN AREA MULTI SERVICE CE","7249801904","","","","","","N","","","","","","","","","00","","","","9","1","00000999","02"
"2022068306","02","1","2675 MORGANTOWN RD","PO BOX 791","READING","PA","19603","PENSKE LEASING AND RENTAL CO","4126605052","025999","","","","","N","","","","","","","99","","00","","","","9","2","03534344","03"
"2022012106","03","1","PO BOX 21508","","PHOENIX","AZ","850361508","U-HAUL CO OF ARIZONA","6029770902","999999","","","","","N","","","","","","","","","00","","","","9","1","00428348","02"
"2022094800","02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","041600","","","","","N","","","","","","","","A-00976060","00","","","","2","2","","13"
"2022103158","02","2","4366 MT PLEASANT ST. NW","","NORTH CANTON","OH","44720","ADVANTAGE TANK LINES, LLC","4122150350","","","","","","","","","","","","","","","00","","","","1","2","00469756","08"
"2022044297","03","2","5170 CAMPBELLS RUN ROAD","","PITTSBURGH","PA","15205","CASPER COLOSIMO + SAN INC","7245485178","","","","","","N","","","","","","","99","2125339032","00","","","","9","1","","04"
"2022058675","02","3","1015 W JACKSON STREET","","MUNCIE","IN","47305","THE TOWNSEND CORPORATION","8004288128","","","","","","N","","","","","","","","","00","","","","1","1","00173584","03"
"2022118010","99","1","2641 WASHINGTON RD","","CANONSBURG","PA","15317","AMISH YARD LLC","9999999999","014000","","","","","","","","","","","","","","00","","","","9","1","","02"
"2022058427","06","4","1807 SHENAGO RD","","NEW GALILEE","PA","16141","PNM TRUCKING LLC","7246527714","077000","","","","","N","","","","","","","99","","00","","","","9","1","01489817","04"
"2022100807","99","99","4001 LEADENHALL RD","","MOUNT LAUREL","PA","08054","LOOMIS ARMORED US LLC","9999999999","999999","","","","","","","","","","","","","","00","","","","9","1","","99"
"2022036689","99","0","2020 SMALLMAN ST","","CARNEIGIE","PA","15106","TROIANI GROUP","9999999999","999999","","","","","","","","","","","","","","00","","","","9","1","","02"
"2022036006","02","7","1101 WILLIAM FLYNN HW","","GLENSHAW","PA","15116","BLL CHARLES INC","4122260859","014500","","","","","N","","","","","","","99","","00","","","","9","2","02929277","03"
"2022098974","05","6","413 EUCLID ROAD","","BUTLER","PA","16001","JERRY WILLIAMS TRANSPORT","7244960302","004800","","","","","N","","","","","","","","A-8921722","00","","","","9","1","03226054","06"
"2022035777","02","1","392 COTTAGE RD","","CLINTON","PA","15026","ABEL EXPRESS","4125276568","025999","","","","","N","","","","","","","02","","00","","","","1","1","03115737","03"
"2022109215","02","3","1019 OHIO WORKS DR","","YOUNGSTOWN","OH","44510","M7 TECHNOLOGY","3307790700","006000","","","","","N","","","","","","","02","","00","","","","1","2","00648701","03"
"2022067964","03","4","4002 LORIGAN ST","","PITTSBURGH","PA","15224","M. O'HERRON COMPANY","4126836422","","","","","","N","","","","","","","","","00","","","","9","1","02110229","04"
"2022114602","99","0","5951 BROWNSVILLE RD","","PITTSBURGH","PA","15236","PUSH AND PULL","9999999999","016000","","","","","","","","","","","","","","00","","","","9","1","","02"
"2022114602","02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124432000","","","","","","N","","","","","","","","A-00976060","00","","","","9","2","","13"
"2022116153","05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","","99","","00","","","","9","2","","08"
"2022109967","04","3","232 E LANCASTER RD","","HARMONY","PA","16037","IPC SERVICES","8008600090","073280","","","","","N","","","","","","","","A-8918621","00","","","","1","1","00218267","09"
"2022038632","02","98","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665214","026000","","","","","N","","","","","","","01","A-00976060","00","","","","4","1","","13"
"2022046983","02","1","492 CLAY PIKE ROAD","","ACME","PA","15610","CALYPSO CLEAN OUT","8142792535","","","","","","N","","","","","","","","","00","","","","1","1","03415936","03"
"2022046095","03","0","419 SACHS ST ET","","PLEASANT UNITY","PA","15676","WESTMORELAND TRANSIT","8002219282","","","","","","N","","","","","","","02","9999999999","00","","","","4","2","","14"
"2022034715","03","2","4075 WINDGAP AVE","","PITTSBURGH","PA","15204","CALHOUN","4125404345","080000","","","","","N","","","","","","","02","A-00111715","00","","","","1","2","00443021","04"
"2022123590","03","1","3050 BRETON ROAD SE","","GRAND RAPIDS","MI","49528","SWEET EXPRESS LLC","6162419200","080000","","","","","N","","","","","","","01","","00","","","","1","1","01128178","08"
"2022007092","05","99","1052 CORPORATE LANE","","EXPORT","PA","15632","MYERS WELL SERVICES","7242226001","040000","","","","","N","","","","","","","","","00","","","","9","1","02065689","04"
"2022043673","05","1","3390 COUNTRY VILLAGE RD APT 53","","JURUPA VALLEY","CA","92509","ZOOD TANSPORT INC","9515079241","080000","","","","","N","","","","","","","02","","00","","","","1","1","03407131","08"
