"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2005403350","Y","Y","Y","Y","Y","Y","2","Y","Y","00750","N","","","","","","","","N","1"
"2005070511","","","","","","","","","","","U","","","","","","","","","2"
"2005210579","U","U","U","U","U","U","9","U","U","01450","N","","","","","","","","U","1"
"2005409665","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","1"
"2005189367","N","N","Y","N","","","0","N","N","00750","N","","","","","","","","N","1"
"2005136293","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","U","1"
"2005124935","N","N","Y","Y","Y","Y","1","Y","N","00080","N","","","","","","","","N","1"
"2005137388","","","","","","","","","","","","","","","","","","","","2"
"2005145359","U","U","U","U","U","U","9","U","U","00750","U","","","","","","","","U","1"
"2005145359","U","U","U","U","U","U","9","U","U","01000","U","","","","","","","","U","2"
"2005414493","N","Y","U","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2005196943","","","","","","","","","","","","","","","","","","","","1"
"2005205194","U","U","U","U","U","U","9","U","U","01450","N","","","","","","","","U","2"
"2005175404","N","N","U","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","1"
"2005096641","N","Y","Y","Y","","","0","Y","Y","01100","N","","","","","","","","N","1"
"2005149154","N","U","U","U","U","Y","9","U","U","99999","N","","","","","","","","N","2"
"2005123126","N","U","U","Y","Y","Y","1","Y","Y","15000","N","","","","","","","","N","1"
"2005114410","N","Y","N","Y","","","0","Y","Y","01450","N","","","","","","","","N","2"
"2005112045","N","Y","N","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","2"
"2005120050","","","","","","","","","","","","","","","","","","","","2"
"2005126995","","","","","","","","","","","","","","","","","","","","1"
"2005164891","Y","Y","Y","N","U","U","0","Y","N","01450","Y","N","N","N","N","0","Y","N","N","2"
"2005194421","N","Y","U","N","","","0","Y","Y","01340","N","","","","","","","","N","1"
"2005128355","Y","Y","U","Y","","","0","Y","Y","11000","N","","","","","","","","N","1"
"2005132502","N","Y","Y","N","U","U","9","Y","Y","00500","N","","","","","","","","N","1"
"2005166986","","","","","","","","","","","","","","","","","","","","2"
"2005138617","U","U","U","Y","U","U","0","Y","U","00800","Y","U","Y","U","U","0","Y","U","U","1"
"2005134047","Y","Y","Y","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","2"
"2005182998","U","U","U","U","U","U","9","U","U","99999","Y","U","Y","U","U","9","U","U","U","1"
"2005209207","U","U","U","U","U","U","9","U","U","01100","N","","","","","","","","U","2"
"2005194500","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","2"
"2005187742","Y","Y","U","Y","N","N","0","Y","U","00650","N","","","","","","","","N","2"
"2005401574","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","2"
"2005166904","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","1"
"2005158784","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","2"
"2005154892","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","1"
"2005194520","","","","","","","","","","","","","","","","","","","","2"
"2012029959","","","","","","","","","","","","","","","","","","","","1"
"2005168567","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","1"
"2005127911","N","Y","U","Y","U","Y","3","Y","U","12000","U","","","","","","","","N","1"
"2005181846","","","","","","","","","","","","","","","","","","","","2"
"2005175051","N","N","Y","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","2"
"2005105115","N","U","U","U","","","0","Y","Y","00000","N","","","","","","","","N","1"
"2005130308","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2005121239","","","","","","","","","","","","","","","","","","","","1"
"2005190450","N","N","N","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2005121979","Y","N","N","Y","","","0","Y","N","01450","Y","Y","Y","","","0","Y","N","N","2"
"2005161682","N","Y","U","Y","U","Y","3","N","N","99999","N","","","","","","","","N","2"
"2005128021","","","","","","","","","","","","","","","","","","","","2"
"2005040281","Y","Y","U","Y","Y","Y","3","Y","Y","01450","N","","","","","","","","N","1"
"2005157194","N","N","N","Y","N","N","0","U","N","01300","U","","U","","","","","","N","1"
