"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2010127971","02","8","345 6TH AVE","","PGH","PA","15222","PORT AUTHORITY OF ALLEGH CTY","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010108739","01","3","233 BODA RD","","VERONA","PA","15147","GEO ENVIRONMRNTAL DRILLING INC","4127121035","","","","","","N","","","","","","N","","","","","","","","1","","09"
"2010048554","02","99","6 INDUSTRIAL PARK DR","","WHEELING","WV","26003","HARTONG ENTERPRISES LLC","3042322200","259990","","","","","N","","","","","","N","","A-00000614","","","","","","1","00046155","03"
"2010048554","06","3","670 PENNSYLVANIA AVE","PO BOX 651","ROCHESTER","PA","15074","VALLEY STEEL SERVICE INC","7247288228","800000","","","","","N","","","","","","N","","A-00006354","","","","","","2","00387236","04"
"2010017397","05","99","6340 S 3000 E 600","","SALT LAKE CITY","UT","84121","SAVAGE SERVICES CORP.","9999999999","072000","","","","","N","","","","","000001872","N","","A-00110021","","","","","","1","00004015","08"
"2010024905","05","1","PO BOX 7102","","NO BRUNSWICK","NJ","08902","HERMANN LEASING CO","8772562810","080000","","","","","N","","","","","","N","","","","","","","","1","01215073","08"
"2010091705","03","1","1332 EDGEWOOD DRIVE","","CEDAR RAPIDS","IA","52404","CRST VAN EXPIDITED","7606937683","","","","","","N","","","","","","N","","","","","","","","1","00053773","04"
"2010021668","99","99","3350 NORTH OXFORD STREE","","CLAREMONT","NC","28610","CATAWBA RENTAL CO","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2010051551","02","8","345 SIXTH AVE.","","PITTSBURGH","PA","15222","PORT AUTHORITY","4124222000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010051446","02","8","200 HAHN RD","","PITTSBURGH","PA","15209","LAIDLAW TRANSIT INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","11"
"2010090146","02","1","200 HAHN ROAD","","PITTSBURGH","PA","15209","LAIDLAW TRANSIT INC.","4128219353","","","","","","N","","","","","","N","","","","","","","","1","00354406","02"
"2010104148","01","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010082014","02","8","415 REBECCA ST.","","MCKEESPORT","PA","15132","PENNSYLVANIA COACH LINES INC","4126640911","026000","","","","","N","","","","","","N","","","","","","","","2","","11"
"2010056997","02","8","345 6TH AVE 3RD FLR","","PITTSBURGH","PA","15202","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","","","","","","","N","","A-00976060","","","","","","1","","11"
"2010030316","99","99","2833 NEW BEAVER AVE","","PITTSBURGH","PA","15233","DUQUESNE LIGHT CO","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2010018702","02","8","798 EKASTOWN RD","","SAVER","PA","16055","WL RENIGK LEASING INC.","4127817906","026000","","","","","N","","","","","0MC142709","N","","","","","","","","1","00110238","11"
"2010041595","02","8","1850 GILL HALL ROAD","","FINLEYVILLE","PA","15332","MATTHEW BUS CO INC","4123848810","","","","","","N","","","","","","N","","","","","","","","1","","10"
"2010084442","02","8","234 6TH AVE","","PITTSBURGH","PA","15222","PORT AUTHORITY","4125665500","000000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2010108837","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","","","","","","","N","","A-00976066","","","","","","1","","11"
"2010029127","02","8","1061 MAIN ST","","NORTH HUNTINGDON","PA","15642","LAIDLAW TRANSIT INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","11"
"2010013135","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4122377000","999999","","","","","N","","","","","","N","","","","","","","","1","","11"
"2010111188","03","4","632 HUNT VALLEY ROAD","","NEW KENSINGTON","PA","15068","SAWNK ASSOCIATED COMPANIES","7243356000","","","","","","N","","","","","","N","","","","","","","","2","00304915","04"
"2010116180","03","7","200 RANGOS LANE","","WASHINGTON","PA","15301","WASTE MANAGEMENT OF PENNSYLVANIA","8008664460","000000","","","","","N","","","","","","N","","","","","","","","1","00344050","04"
"2010057753","02","8","101 OLD FRANKS","","PITTSBURGH","PA","15239","FIRST TRANSIT INC.","4128338200","999999","","","","","N","","","","","","N","","","","","","","","1","","98"
"2010121203","02","8","345 SIXTH AVENUE","3RD FLOOR","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO","4126655500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010073067","01","8","910 SHERATON DRIVE","","MARS","PA","16046","AIR STAR TRANSPORTATION","7247760044","","","","","","","","","","","","N","","","","","","","","2","00999999","11"
"2010062371","03","4","407 W. 8TH. AVE.","","HOMESTEAD","PA","15120","R&B CONTRACTING & EXCAVATION","4124641408","072380","","","","","N","","","","","","N","","","","","","","","2","","04"
"2010053711","02","8","BOX 25","","MIDDLEBOURNE","WV","26149","TYLER COUNTY SCHOOLS","3047582145","031000","","","","","N","","","","","","N","","","","","","","","2","","11"
"2010072723","05","1","1275 PENNSYLVANIA AVE","","E LIVERPOOL","OH","43920","PGD LLC","5635875000","080000","","","","","N","","","","","","N","","","","","","","","2","00192897","08"
"2010004495","02","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","1","","10"
"2010082627","05","3","221 ALLEGHENY AVE","","OAKMONT","PA","15139","TDF SERVICES","4127207445","080000","","","","","N","","","","","","N","","","","","","","","1","00945123","08"
"2010018711","99","99","787 5TH ST OAKMONT PA","","OAKMONT","PA","15139","BOROUGH OF OAKMONT","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","98"
"2011000974","02","8","345 6TH AVE","","PITTSBURGH","PA","152222727","PORT AUTHORITY OF ALLEGHENY CO","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010053195","02","8","798 EKASTOWN RD","","SARVER","PA","16055","W.L. ROENIGK INC.","4123313974","","","","","","N","","","","","","N","","","","","","","","3","","11"
"2010089025","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010063954","02","8","345 6TH AVENUE","","PITTSBURGH","PA","152222527","PORT AUTHORITY","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010087807","02","8","345 SIXTH AVE.","","PITTSBURGH","PA","152222527","PORT AUTHORITY","4124422000","039000","","","","","N","","","","","","N","","","","","","","","1","","11"
"2010105949","02","0","1825 LIVERPOOL ST","","PPITTSBURGH","PA","15233","YELLOW CAB CO OF PITTSBURGH","4123211800","","","","","","N","","","","","","N","","A-00049926","","","","","","1","","00"
"2010129080","03","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010112277","02","99","3333 HESPUR ROAD","","BILLINGS","PA","59107","GETF","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","98"
"2010019989","02","1","7205 MONTEYIDEO RD","","JESSUP","PA","20794","TROJAN HORSE LTD","4107991063","054000","","","","","N","","","","","","N","","","","","","","","1","00260855","06"
"2010078302","02","1","115 JOYCE AVE","","WEST NEWTON","PA","15089","T & T TRANSPORTATION INC","7249617551","100000","","","","","N","","","","","","N","","","","","","","","2","","03"
"2010059287","03","1","1500 TRUMBULL RD","","GIRARD","OH","44420","AIM LEASING INC","3307590438","","","","","","N","","","","","0MC297936","N","","","","","","","","2","00332295","06"
"2010059971","06","1","3023 EAST KEMPER RD.","","SHARONVILLE","OH","45241","AC LEASING CO.","5135449308","026000","","","","","N","","","","","A-0099999","N","","A-00999999","","","","","","1","","08"
"2010037383","02","8","345 SIXTH AVE 3RD FL","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY CO","4125665500","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010053690","01","3","2 DORRINGTON RD","","CARNEGIE","PA","15106","WEAVERTON TRANSPORT","8007464850","","","","","","N","","","","","0MC160150","N","","A-00103917","","","","","","2","00207532","03"
"2010004314","03","1","14507 FRONTIER ROAD","","OMAHA","NE","68138","WERNER ENTERPRISES INC.","8004937637","","","","","","N","","","","","000138328","N","","","","","","","","1","00053467","08"
"2010111152","02","1","595 MEADOWLANDS BLVD","","WASHINGTON","PA","15301","CENTRAL VAN AND STORAGE","7242257510","033000","","","","","N","","","","","","N","","A-00121979","","","","","","1","01243887","03"
"2010111152","02","1","6848 MOUNT HERMAN RD","","MORRISVILLE","NC","275609260","ESTES EXPRESS LINES","8003364258","026000","","","","","N","","","","","","N","","A-00110475","","","","","","2","00121018","03"
"2010044343","99","99","4489 CAMPBELLS RUN RD","","PITTSBURGH","PA","15205","ENTERPRISE TRUCK RENTAL","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","99999999","98"
"2010092927","02","3","911 BERRY STREET","","PITTSBURGH","PA","15219","UNKNOWN","4124781331","026000","","","","","N","","","","","","N","","","","","","","","1","01617914","03"
"2010047197","03","8","120 CHARLES ST","","BLAWNOX","PA","15238","COUNCIL OF THREE RIVERS AMERICAN","4124810670","","","","","","N","","","","","","U","","","","","","","","2","","11"
"2010127286","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY, ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2010056620","05","1","765 EAST 140TH ST","","CLEVELAND","OH","44110","AMERICAN MARINE EXPRESS INC","2162683005","080000","","","","","N","","","","","","N","","","","","","","","1","01598342","08"
"2010092319","02","8","345 6TH AVENUE","","PITTSBURGH","PA","15222","PORT AUTHORITY","4125665000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2010007305","05","1","901 MOSSIDE BLV","","WALL","PA","15148","AGX INTERMODAL","4128253324","999999","","","","","N","","","","","","N","","A-00899523","","","","","","2","","08"
"2010009170","99","99","436 GRANT ST","","PITTSBURGH","PA","15219","COUNTY OF ALLEGHENY","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2010017624","03","2","113 STRATFORD","","FREDERICKSBURGH","VA","22408","F & E TRUCKING","5408917736","026000","","","","","N","","","","","","N","","","","","","","","2","00693504","08"
"2010014982","02","8","345 6TH AVE","","PITTSBURGH","PA","15222","PORT AUTH OF ALLEG. CO","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2010066216","05","1","1832 COUNTY ROAD","","LOWPOINT","IL","61545","SHERWOOD FARMS","3092083836","","","","","","N","","","","","","N","","","","","","","","1","00914917","08"
"2010014408","02","8","345 6TH AVE 3RD FLOOR","","PITTSBURGH","PA","152222527","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2010047666","03","1","2742 WAYNE HAVEN ST","","FORT WAYNE","IN","46803","FEDEX GROUND PACKAGE SYSTEM INC","2604470194","800000","","","","","N","","","","","","N","","","","","","","","2","00265752","08"
"2010082827","02","8","1380 PITTSBURGH ROAD","","VALENCIA","PA","16059","MONARK STUDENT TRANSPORTATION","7246954000","034000","","","","","N","","","","","","N","","","","","","","","1","","11"
"2010097759","05","1","1072 WASHINGTON CHURCH","","HOME","PA","15747","EDWARD A BAKER","7243975537","080000","","","","","N","","","","","0MC421667","N","","","","","","","","1","00346472","08"
