"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2012019255","02","8","345 SIXTH AVE.","","PITTSBURGH","PA","15222","PORT AUTHORITY","4125665200","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2012121436","02","8","395 E. PIKE RD.","","INDIANA","PA","15701","STUDENT TRANSPORTATION OF AMER","4122699970","000099","","","","","N","","","","","000000099","N","","A-00000099","","","","","","1","00000099","11"
"2012033515","04","5","2400 POLAND AVE","","YOUNGSTOWN","OH","44502","TC TRUCKING CO","3307752143","073280","","","","","N","","","","","","N","","","","","","","","1","00386883","04"
"2012033515","02","3","229 PAWNEE ST","","BELLE VERNON","PA","15012","ALL AROUND CONCRETE","7242433398","012500","","","","","N","","","","","","N","","","","","","","","3","02175Q10","03"
"2012008210","02","8","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","4123037365","","","","","","N","","","","","","N","","","","","","","","2","","10"
"2012077276","05","99","800 PARK DRIVE","","OWANTONNA","MN","55060","VIRACON TRANSPORTATION INC","5074519555","","","","","","N","","","","","","U","","","","","","","","1","01767456","08"
"2012033119","03","2","1200 BUTLER RD","","FREEPORT","PA","16229","FREEPORT TRANSPORT","8005521954","080000","","","","","N","","","","","","N","","","","","","","","1","00085533","08"
"2012077995","05","1","316 GATOR LANE","","WYTHEVILLE","VA","24382","PEPSI LOGISTICS COMPANY","2192613526","080000","","","","","N","","","","","","N","","","","","","","","1","00246204","08"
"2012082736","05","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","080000","","","","","N","","","","","","N","","","","","","","","3","99999999","08"
"2012081710","05","2","515 SEAHORSE DRIVE","","WAUKEGAN","IL","60085","PENN TANK LINES","4126040333","080000","3","","","","Y","1","","","","","N","","","","","","","","2","00264473","08"
"2012096248","02","1","9800 CROSSPOINT BLVD","","INDIANAPOLIS","IN","46256","ROLLING FRITO LAY SALES LP","4124006566","","","","","","N","","","","","","N","","","","","","","","2","00926150","03"
"2012055746","05","3","4727 WHITE CHURCH RD","","CHAMBERSBURG","PA","17201","REUBEN E. HEGE","7172633381","080000","","","","","N","","","","","","N","","","","","","","","2","01144473","06"
"2012080421","05","1","703 WALL AVE.","","WALL","PA","15148","EVANS TRANSPORT","4123725160","080000","","","","","N","","","","","","N","","","","","","","","2","00038111","08"
"2012038105","02","8","400 HILLVUE LANE","","PITTSBURGH","PA","15237","NORTH ALLEGHENY SCHOOL DISTRICT","9999999999","","","","","","N","","","","","","N","","","","","","","","2","","11"
"2012028787","02","8","1720 W NORTH AVE","","PITTSBURGH","PA","15233","FIRST STUDENT INC","4123224449","010000","","","","","N","","","","","","N","","","","","","","","2","00354406","10"
