"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2008116291","02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UPS","7243491535","016000","","","","","N","","","","","","N","","","","","","","","1","00024796","02"
"2008116291","02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UPS","7243491535","014500","","","","","N","","","","","","N","","","","","","","","2","00024796","02"
"2008094774","02","3","700 HARGROVE ST","","PITTSBURGH","PA","15226","MCGANN & CHESTER","4123819400","019500","","","","","N","","","","","000265298","N","","A-00118499","","","","","","1","00279905","03"
"2008010622","02","1","4489 CAMPBELLS RUN ROAD","","PITTSBURGH","PA","15205","ENTERPRISE RENT A CAR","4122243907","","","","","","N","","","","","","","","","","","","","","1","00528529","03"
"2008078269","03","8","2001 BALLPARK ROAD","","EXPORT","PA","15642","MYERS COACH LINE","7248618909","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2008019765","99","99","2336 CATHY DR","","CANTON","OH","44705","DEDICATED TRANSPORT","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2008068694","02","8","345 6TH AVE","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2008047253","05","3","9321 RAMEY RD","","MARSHALL","VA","20115","WINE TRUCKING INC","8003642173","080000","","","","","N","","","","","000173811","N","","","","","","","","2","00037969","08"
"2008041531","03","1","1504 ST JAMES ST","","LACROSSE","WI","54602","REINHART TRANSPORTATION LLC","999999999","480000","","","","","N","","","","","","N","","","","","","","","1","00882290","08"
"2008052294","03","7","RD 1 BOX 717","","SCOTTDALE","PA","15683","GREENRIDGE WASTE","7248879400","073280","","","","","N","","","","","","N","","A-00960505","","","","","","2","","04"
"2008027319","99","3","200 FIRST AVENUE","","CARNEGIE","PA","15106","JG DRYWALL","4122797802","","","","","","N","","","","","","N","","","","","","","","1","","99"
"2008081359","02","8","1850 GILL HALL RD","","FINLEYVILLE","PA","15332","MATTHEWS BUS CO","4123848810","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2008067089","05","3","3","CAPITAL DR","EDEN PRAIRIE","MN","55416","GELCO CORPORATION","4122051500","800000","","","","","N","","","","","021993","N","","","","","","","","2","0088311","08"
"2008094791","02","99","3413 BABCOCK BLVD","","PITTSBURGH","PA","15237","PITELL CONTRACTING","4123649411","","","","","","N","","","","","","N","","","","","","","","2","0928419","06"
"2008127808","02","8","1061 MAIN STREET","","NORTH HUNTINDON","PA","15642","LAIDLAW TRANSIT INC","7242654779","999999","","","","","N","","","","","","N","","","","","","","","2","","10"
"2008077809","02","8","100 EDGEWOOD DR","","TURTLE CREEK","PA","15145","T/C UNLIMITED","9999999999","014050","","","","","N","","","","","","N","","","","","","","","1","","11"
"2008073014","05","3","2313 STATE RT 18 PO BOX","","WAMPUM","PA","16157","DOREN INC","7245354397","080000","","","","","N","","","","","","N","","","","","","","","1","1456045","08"
"2008104580","05","3","100 PGT WAY","","MONACA","PA","15061","PGT TRUCKING","8008326748","067100","","","","","N","","","","","","N","","","","","","","","2","0192897","08"
"2008041850","03","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","","","","","","","1","00000000","09"
"2008081384","04","99","510 WARSAW ST","","PITTSBURGH","PA","15221","DBA DIGGS TKG","4126704309","073280","","","","","N","","","","","","N","","","","","","","","1","1693563","99"
"2008091555","04","8","345 6TH AVE","3RD FLR","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2008068239","05","99","1999 FRANKSTOWN RD","","JOHNSTOWN","PA","15902","S AUTO SALVAGE","8145362249","080000","","","","","N","","","","","","N","","","","","","","","2","1381582","08"
"2008077791","05","1","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL","4126921221","065000","","","","","N","","","","","","N","","A-00116468","","","","","","1","00588938","08"
"2008031420","99","0","441 SMITHFIELD ST","","PITTSBURGH","PA","15222","PITTSBURGH WATER & SEWER AUTHOR","9999999999","037600","","","","","N","","","","","","N","","","","","","","","4","9999999","05"
"2008027893","03","1","140 POPLAR RD.","","MILLVILLE","PA","17846","RONALD EUGENE ROUGH","5704586103","080000","","","","","N","","","","","","N","","","","","","","","1","00970046","08"
"2008027893","03","3","2607 BRICK CHURCH PIKE","","NSHVILLE","TN","37207","TN STEEL HAULERS","8044784605","080000","","","","","N","","","","","","N","","","","","","","","2","00159317","08"
"2008132311","02","8","345 6TH AVENUE","3RD FLR","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CTY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2008115754","05","1","405 LAIRD ROAD","","GUELPH","ON","N1G4P7","MACKINNON TRANSPORT INC","8002650444","999999","","","","","N","","","","","","N","","","","","","","","1","00469269","08"
"2008051186","99","99","1133 NORTHWEST ST","","RICHMOND","IN","47374","TRANSCO INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","98"
"2008059999","05","1","11041 W. MITCHELL ST.","","MILWAUKEE","WI","53214","DIRECT DRIVE EXPRESS","8884539222","080000","","","","","N","","","","","","N","","","","","","","","1","0550608","08"
"2008077083","05","3","606 MCCORMICK AVE PO BO","","CONNELLSVILLE","PA","15425","STONE AND COMPANY INC","7248361400","073280","","","","","N","","","","","","N","","A-00115059","","","","","","1","0896842","09"
"2008055554","02","8","110 LENZNER COURT","","SEWICKLEY","PA","15143","LENZNER COACH LINES","4123219822","032770","","","","","N","","","","","","N","","A-00112590","","","","","","2","00583785","11"
"2008093419","04","99","1825 BARRETT LAKES BLVD","","KENNESAW","GA","30144","J. HOC INC.DBA PREMIER TRANSPORT","8009276460","065000","","","","","N","","","","","196518","N","","","","","","","","1","0282577","08"
"2008041467","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","U","","","","","","","","1","9999999","99"
"2008110833","03","99","145 HEAVEN LN","","MARS","PA","16046","SHIELDS ASPHALT PAVING","7244433294","064000","","","","","N","","","","","","N","","","","","","","","2","9999999","04"
"2009000030","02","4","PENNDOT EQUIPMENT","17TH AND ARSENAL BLVD","HARRISBURG","PA","17120","PENNDOT","7249913640","","","","","","N","","","","","000000000","U","","A-00000000","","","","","","1","00000000","03"
"2008019816","02","99","4560 PERRY HWY","","VOLANT","PA","16156","GADA TRUCKING CO","9242903792","065000","","","","","N","","","","","","U","","A-00891311","","","","","","1","8288064","08"
"2008027270","02","8","100 EDGEWOOD DR","","TURTLE CREEK","PA","15145","TRANSPORTATION SOC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","3","","11"
"2008007910","99","7","4201 ARNOLD AVE","","LOWER BURRELL","PA","15068","SHANK SANITATION","7242268320","062000","","","","","N","","","","","","N","","","","","","","","1","","09"
"2008091360","02","1","1801 LINCOLN HWY","","NORTH VERSAILLES","PA","15137","MAROADI TRANSFER & STORAGE","4122434343","120000","","","","","N","","","","","","N","","A-00097588","","","","","","2","","03"
"2008056452","02","8","345 6TH AVE","","PGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","N","","","","","","N","","","","","","","","2","","11"
"2008072894","03","7","200 RANGOS LANE","","WASHINGTON","PA","15301","WASTE MANAGEMENT OF PA INC.","7242662604","073280","","","","","N","","","","","","N","","","","","","","","2","0344050","04"
"2008001104","05","3","2481 MICKANIN RD","","N HUNTINGDON","PA","15642","W TRUCKING","4125584344","080000","","","","","N","","","","","","N","","","","","","","","2","00216939","06"
"2008047703","03","2","14841 SPERRY RD","","NEWBURY","OH","44065","DISTRIBUTION TECH","9999999999","","","","","","N","","","","","171284","N","","","","","","","","2","0120099","08"
"2008134876","05","1","2826 WINTER STREET","","SUPERIOR","WI","54880","SUE VINJE TRUCKING","8773890080","080000","","","","","N","","","","","000779371","N","","A-00111111","","","","","","2","00779371","08"
"2008070353","04","4","965 EAST MAIN ST.","","MERIDIAN","CT","06450","LANE CONSTRUCTION CORP.","7242740471","073280","","","","","N","","","","","","N","","","","","","","","2","0027913","04"
"2008103288","02","8","345 6TH AVE","","PITTSBURGH","PA","152222527","PORT AUTH OF ALLEG. CO.","4124422000","","","","","","N","","","","","","N","","","","","","","","2","","11"
"2008092143","03","4","2 MELE PL.","","BRADDOCK","PA","15104","MELEE LANDSCAPE CONTRACTORS IN","4123511234","025950","","","","","N","1","","","","","N","","","","","","","","2","","04"
