"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2008091667","Y","Y","Y","Y","Y","N","2","Y","Y","01340","N","","","","","","","","N","1"
"2008091667","Y","Y","Y","Y","Y","Y","2","Y","N","01340","Y","N","Y","N","N","0","Y","N","N","2"
"2008112335","","","","","","","","","","","","","","","","","","","","2"
"2008099283","N","U","Y","U","","","0","Y","N","99999","N","","","","","","","","N","2"
"2008061750","","","","","","","","","","","","","","","","","","","","1"
"2008052823","N","N","Y","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2008069974","N","Y","U","Y","","","0","Y","Y","01000","Y","Y","U","","","0","Y","Y","N","1"
"2008070172","N","Y","N","Y","N","N","0","Y","N","01200","N","","","","","","","","N","1"
"2008074692","","","","","","","","","","","","","","","","","","","","1"
"2008117042","","","","","","","","","","","","","","","","","","","","1"
"2008129069","Y","Y","Y","Y","Y","Y","9","Y","Y","00099","Y","Y","Y","Y","Y","9","Y","Y","N","1"
"2008107634","N","U","U","U","N","N","0","U","U","01000","N","U","U","U","U","9","U","U","N","1"
"2008054261","N","U","U","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","2"
"2008107823","N","U","U","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2008119436","","","","","","","","","","","","","","","","","","","","1"
"2008110929","N","Y","U","Y","Y","Y","1","Y","Y","00919","N","","","","","","","","N","1"
"2008010671","","","","","","","","","","","","","","","","","","","","2"
"2008054497","N","N","N","N","N","Y","1","Y","Y","01000","N","U","U","U","U","9","U","U","N","1"
"2008089695","N","N","U","N","N","N","0","N","N","00600","N","U","U","U","U","9","U","U","N","1"
"2008083079","N","Y","U","Y","N","N","0","Y","N","00750","Y","N","Y","N","Y","3","Y","Y","N","2"
"2008096563","N","Y","Y","Y","U","Y","1","Y","Y","18831","N","","","","","","","","N","1"
"2008122483","Y","U","Y","U","U","N","1","Y","Y","01200","N","U","U","U","U","9","U","U","Y","2"
"2008072267","","","","","","","","","","","","","","","","","","","","2"
"2008048216","","","","","","","","","","","","","","","","","","","","2"
"2008065509","Y","Y","U","Y","U","U","9","Y","Y","01400","N","","","","","","","","N","1"
"2008131625","","","","","","","","","","","","","","","","","","","","2"
"2008114620","N","U","N","U","U","U","0","U","U","99999","N","","","","","","","","N","1"
"2008056426","N","Y","N","U","Y","Y","1","Y","N","01000","N","","","","","","","","N","1"
"2008128496","N","Y","U","Y","N","N","0","Y","Y","01540","N","U","U","U","U","9","U","U","N","1"
"2008038044","N","Y","U","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2008047581","N","U","Y","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2008067413","Y","Y","U","Y","Y","Y","2","Y","N","00750","Y","N","Y","Y","Y","2","Y","Y","N","1"
"2008047428","N","N","U","N","N","N","0","Y","N","00600","N","","","","","","","","N","1"
"2008051905","Y","Y","U","Y","Y","Y","1","Y","Y","01600","N","","U","","","","","","N","1"
"2008086619","U","U","Y","U","U","Y","3","Y","N","01800","N","","","","","","","","N","1"
"2008063122","N","Y","Y","Y","Y","Y","2","Y","Y","00800","N","U","U","U","U","9","U","U","N","1"
"2008107471","","","","","","","","","","","","","","","","","","","","1"
"2008068828","","","","","","","","","","","","","","","","","","","","1"
"2008064475","Y","Y","Y","Y","Y","Y","2","Y","Y","00900","Y","N","Y","Y","Y","2","Y","Y","N","1"
"2008078277","Y","U","U","Y","N","N","0","N","N","01200","N","U","U","U","U","9","U","U","N","1"
"2008093355","N","N","U","Y","Y","Y","1","N","N","00750","N","","","","","","","","N","2"
"2008052833","N","U","U","Y","Y","Y","1","Y","Y","00901","N","","","N","Y","","","","N","1"
"2008021184","N","N","N","U","U","Y","1","Y","Y","00125","N","","","","","","","","N","1"
"2008038415","","","","","","","","","","","","","","","","","","","","2"
"2008082907","N","N","U","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","1"
"2008094459","","","","","","","","","","","","","","","","","","","","1"
"2008104468","U","N","U","U","","","0","Y","Y","01000","Y","N","N","U","Y","1","Y","Y","N","1"
"2008065258","N","U","U","N","U","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2008128934","","","","","","","","","","","","","","","","","","","","1"
"2008121175","N","U","U","Y","U","Y","1","Y","U","00230","N","","","","","","","","N","2"
"2008093163","","","","","","","","","","","","","","","","","","","","2"
"2008077830","N","N","N","N","","","0","N","N","99999","Y","N","N","N","N","0","N","N","N","1"
"2008072187","","","","","","","","","","","","","","","","","","","","2"
"2008091459","N","U","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","2"
"2008118388","N","U","N","Y","N","U","3","Y","Y","01800","N","","","","","","","","N","2"
"2008126682","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","2"
"2008081243","Y","Y","N","Y","Y","Y","1","Y","Y","00400","N","","","","","","","","N","2"
"2008091361","N","N","N","N","","","0","Y","N","99999","Y","N","N","N","N","0","Y","Y","N","1"
"2008075032","U","U","U","Y","","","0","U","U","99999","N","","","","","","","","U","2"
"2008107335","","","","","","","","","","","","","","","","","","","","1"
"2008107335","","","","","","","","","","","","","","","","","","","","2"
"2008097101","N","N","N","U","N","N","0","Y","N","01000","N","","","","","","","","N","1"
"2008111339","","","","","","","","","","","U","","","","","","","","","2"
"2008110826","","","","","","","","","","","","","","","","","","","","2"
"2008087670","U","U","U","U","U","U","9","Y","Y","00500","N","","","","","","","","U","2"
"2008089933","Y","Y","U","Y","U","Y","0","Y","N","99999","N","","","","","","","","N","1"
"2008086502","Y","Y","U","Y","N","N","0","Y","Y","01450","Y","Y","Y","N","N","0","Y","Y","N","1"
"2008098889","N","Y","U","Y","N","N","0","Y","Y","01000","N","","","","","","","","N","1"
"2008102859","Y","Y","U","Y","Y","Y","2","Y","Y","01340","N","","","","","","","","N","2"
"2008059031","N","U","N","U","","","0","U","U","01000","N","","","","","","","","N","1"
"2008096089","U","U","U","Y","","","0","Y","U","99999","N","","","","","","","","N","1"
"2008077594","","","","","","","","","","","","","","","","","","","","1"
"2008103743","","","","","","","","","","","","","","","","","","","","2"
"2008116623","N","Y","U","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2008104462","U","U","U","Y","Y","Y","1","Y","U","00650","N","","","","","","","","U","2"
"2008086187","","","","","","","","","","","","","","","","","","","","2"
"2008089024","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","2"
"2008086221","N","N","U","U","U","U","2","Y","N","99999","Y","N","Y","N","N","0","Y","Y","N","1"
"2008087022","Y","N","N","Y","N","N","0","N","N","00650","N","","","","","","","","U","1"
"2008108790","N","Y","Y","Y","","","0","Y","N","01584","N","","","","","","","","N","1"
"2008089238","N","N","N","Y","Y","Y","1","N","N","00250","N","","","","","","","","N","2"
"2008067040","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","2"
"2008075049","U","U","Y","Y","Y","Y","1","Y","Y","00600","U","","","","","","","","U","1"
"2008096604","N","N","U","N","N","N","0","N","N","00000","N","","","","","","","","N","1"
"2008092486","N","N","U","Y","Y","Y","1","N","N","01000","N","","","","","","","","N","1"
"2008075564","N","N","U","N","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2008086181","N","N","N","Y","Y","Y","2","N","N","00125","N","","","","","","","","N","1"
"2008089625","Y","U","U","Y","U","Y","1","Y","U","00901","N","","","","","","","","N","1"
"2008058318","","","","","","","","","","","","","","","","","","","","1"
"2008096051","Y","N","Y","Y","Y","Y","1","N","Y","00800","N","","","","","","","","N","2"
"2008114059","","","","","","","","","","","","","","","","","","","","2"
"2008084098","Y","N","Y","Y","Y","Y","1","Y","N","00250","N","","","","","","","","N","1"
"2008059711","","","","","","","","","","","","","","","","","","","","2"
"2008093300","U","N","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2008111229","N","N","N","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","3"
"2008074959","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","2"
"2008064424","N","N","U","N","Y","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2008059708","Y","N","Y","Y","U","Y","1","Y","Y","11000","N","","","","","","","","N","2"
"2008049612","Y","Y","U","Y","Y","Y","2","Y","Y","99999","N","","","","","","","","N","1"
"2008086950","Y","Y","Y","Y","N","N","0","Y","Y","01450","N","U","U","U","U","9","U","U","N","2"
"2008131776","Y","N","U","Y","U","Y","1","Y","Y","01352","N","","","","","","","","N","1"
"2008102986","N","Y","Y","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2008129719","","","","","","","","","","","","","","","","","","","","1"
"2008069793","","","","","","","","","","","","","","","","","","","","2"
"2008070231","N","N","U","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2008113735","Y","Y","U","Y","U","U","0","Y","Y","01449","N","","","","","","","","N","1"
"2008087749","N","Y","N","Y","Y","Y","1","Y","Y","01300","N","U","U","U","U","9","U","U","N","1"
"2008076760","N","N","N","Y","Y","Y","1","Y","N","00600","N","U","U","U","U","9","U","U","N","1"
"2008081743","","","","","","","","","","","","","","","","","","","","2"
"2008094422","Y","Y","U","Y","N","N","0","Y","Y","12000","N","","","","","","","","N","1"
