"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2014063502","","0","PA","XGF-6530","2015","3","3"
"2014122573","","0","ZZ","9999","2099","7","1"
"2014101802","","0","PA","JFJ8856","2015","1","1"
"2014044320","","0","ME","158167B","2014","7","2"
"2014082926","","0","PA","XHW9712","2011","3","1"
"2014076030","","0","PA","XS71936","2015","3","1"
"2014080801","","0","TN","T942808","2015","6","1"
"2014124233","","0","PA","PT1997X","2015","7","2"
"2014080512","","0","TN","U498355","2014","6","3"
"2014009017","","0","NY","BC72263","2014","7","1"
"2014052879","","0","PA","XFS0146","2010","3","1"
"2014078332","","0","PA","PT2934T","2015","7","3"
"2014046416","","0","NC","U087358","2007","7","1"
"2014066452","","0","PA","XHD-8455","2015","3","1"
"2014052870","","0","NE","203067","2010","7","1"
"2014087481","","0","UT","A525951","","7","1"
"2014129235","","0","","","","1","1"
"2014042904","","0","PA","PT8254L","2008","7","1"
"2014061853","","0","MI","C618384","2014","7","2"
"2014055400","","0","","","","7","1"
"2014102367","","0","PA","HVV7920","","1","1"
"2014102367","","0","PA","JRJ1396","","1","2"
"2014102367","","0","PA","HJJ4468","","9","3"
"2014079535","","0","PA","PT3479M","","6","2"
"2014044454","","0","OH","TNY9438","2014","7","1"
"2014077698","","0","OK","2932EN","2014","7","1"
"2014112443","","0","PA","PT4344W","2014","7","2"
"2014019177","","0","OK","4585JR","2014","6","2"
"2014056977","","0","OK","4057KC","2013","7","2"
"2014056977","","0","ME","166534C","2016","7","3"
"2015001385","","0","","","","7","2"
"2014074982","","0","TN","U241216","2014","7","1"
"2014092819","","0","IL","516068","15","7","1"
"2014004924","","0","PA","PT0974G","9999","7","1"
"2014116487","","0","OH","TPT9672","2016","6","1"
"2014024440","","0","OK","7350JW","","7","2"
"2014083731","","0","PA","XZ87692","2015","3","1"
"2015003392","","0","ME","2640969","2015","7","1"
"2014007707","","0","PA","HJL8537","2014","1","2"
"2014090077","","0","TN","T696571","","7","2"
"2014108467","","0","PA","HND3503","2012","1","2"
"2014061366","","0","","","","7","2"
"2014106065","","0","ML","C650107","2014","7","1"
"2014015354","","0","IL","T270371","2014","7","1"
"2014119813","","0","OH","TQG2541","2015","7","1"
"2014131048","","0","","","","1","1"
"2014131048","","0","","","","1","2"
"2014010673","","0","PA","PT0363W","9999","7","4"
"2014127114","","0","PA","PT1025M","9999","7","2"
"2014129587","","0","ZF","K5748L","2022","7","1"
"2014127590","","0","PA","PT8410V","2015","7","2"
"2014068692","","0","IN","P377899","2014","6","3"
"2014084050","","0","AZ","J90982","2000","6","1"
"2014123970","","0","ME","169951A","2015","6","1"
"2014060780","","0","PA","PT2934T","2014","7","1"
"2014041803","","0","PA","HXJ5341","2014","1","1"
"2014116278","","0","PA","HMJ0261","2015","1","1"
"2014116278","","0","PA","ESL9666","2015","1","2"
"2014018470","","0","PA","26483135","","6","2"
"2014131850","","0","TN","U534028","2015","6","2"
"2014041500","","0","ZZ","999999999999","9999","7","1"
"2014040013","","0","PA","XL35223","2000","7","2"
"2014122628","","0","TN","T987950","2014","7","2"
"2014074968","","0","ZZ","999999999999","9999","8","2"
"2014048399","","0","","","","1","1"
"2014019716","","0","MO","9338PB","","7","2"
"2014038729","","0","IL","T365008","2099","6","1"
"2014098509","","0","ZZ","999999999","9999","7","1"
"2014017979","","0","","","","6","3"
"2014125462","","0","OK","4378JG","15","7","2"
"2014085649","","0","IN","P103330","2014","6","3"
"2014119943","","0","ID","CBF2","2018","1","1"
"2014046071","","0","MO","870329","2015","7","2"
"2014062533","","0","WV","C257735","2014","7","3"
"2014098970","","0","PA","PT8321N","","7","2"
"2014076980","","0","ME","1415497","14","6","2"
"2014021436","","0","OK","7230DX","","7","2"
"2014062618","","0","WI","655160","14","7","1"
"2014033360","","0","ME","1541820","2015","7","1"
"2014118540","","0","KY","599914","2015","3","1"
"2014038502","","0","MN","83341ST","2014","7","1"
"2014061758","","0","TX","T318763","14","7","1"
"2014051884","","0","IN","P298462","2014","7","2"
"2014083744","","0","PA","XFC4773","2015","3","1"
"2014028270","","0","PA","HZC6975","2014","1","1"
"2014028270","","0","PA","YKY1497","2014","2","2"
"2014033081","","0","ZZ","UNKNOWN","2014","7","1"
"2014105040","","0","IL","361361ST","1997","7","1"
"2014030487","","0","IL","T222844","1999","7","1"
"2014081185","","0","PA","JLT3966","2015","1","1"
"2014096238","","0","ME","1850675","2016","7","1"
"2014085779","","0","ME","271161","2015","7","1"
"2014125309","","0","PA","YVH9443","2007","","2"
"2014002850","","0","PA","PT1158M","1996","6","2"
"2014044949","","0","PA","PT3205M","2008","6","1"
"2015002562","","0","NC","AY84521","2014","7","1"
"2014032766","","0","","N/A","","7","1"
"2014032766","","0","","","","9","2"
"2014101791","","0","OK","3915KA","2014","7","2"
"2014045811","","0","","","","1","1"
"2014024824","","0","PA","XHR6960","2014","3","1"
"2014075116","","0","ME","1952250","1988","7","2"
"2014128931","","0","PA","PT9188W","","7","1"
"2014073749","","0","PA","XDM-3335","15","6","2"
"2014054142","","0","ZZ","UNK","2014","9","2"
"2014060391","","0","PA","PT6973W","9999","7","2"
"2014049248","","0","OH","TPJ4844","2014","6","2"
"2014033534","","0","ID","TF733","2014","7","2"
"2014009385","","0","IN","Z78258","2014","7","1"
"2014067554","","0","NJ","TJE21R","1982","7","1"
"2014089856","","0","OH","TMS-3754","2015","7","1"
"2014120987","","0","OH","TBN9606","2015","7","1"
"2014106216","","0","OH","000","2014","7","1"
"2014129657","","0","PA","XDH7697","2016","6","1"
"2014129657","","0","TN","U540029","2015","7","2"
"2014046504","","0","NY","BE40093","2014","7","1"
"2014102344","","0","PA","PT0860W","2014","7","1"
"2014011204","","0","PA","JLE2345","","1","2"
"2014016749","","0","ZZ","UNKNOWN","2014","6","2"
"2014024192","","0","OH","TNR9U08","2014","7","2"
"2014108386","","0","PA","5017KE","","6","3"
"2014067041","","0","","","","7","1"
"2014092158","","0","ON","142619","2099","7","1"
"2014117080","","0","PA","XW23827","2015","7","1"
"2014073317","","0","OH","TNE3395","2015","3","2"
"2014117928","","0","TX","432875H","2015","3","1"
"2014117928","","0","TX","054B883","2015","7","2"
"2014070947","","0","IL","P227064","1997","6","1"
"2014062879","","0","OK","7093KC","2014","7","1"
"2014077422","","0","PA","PT7603D","2015","7","2"
"2014103604","","0","IL","472167ST","2015","7","2"
"2014082621","","0","IL","372396ST","","7","1"
"2014127985","","0","IN","P58470","2015","6","1"
"2014043536","","0","IL","","","6","2"
"2014110754","","0","PA","PT0689Y","2015","6","2"
